feature,correlation_future_return
ret_1h,-0.0693122056247272
ret_24h,-0.017118788915744088
dist_sma24,-0.019734411872523817
dist_sma168,0.008710814399545765
vol_24,0.01848792894937881
vol_168,0.009318843756236907
hl_range,0.04320370199841804
vol_usdt_z,0.016367769257806274
tradecount_z,0.01725292462864839
