feature,correlation_future_return
ret_1h,-0.05473683645547999
ret_24h,-0.006968746580470474
dist_sma24,-0.009737770039948678
dist_sma168,0.009366152890087355
vol_24,0.018556403144792115
vol_168,0.009331312649508986
hl_range,0.036643213382078745
vol_usdt_z,0.013679043790929924
tradecount_z,0.01370510927997035
