fold,rl_return,btc_hold,sp500,sharpe,max_dd,trades
1,-0.3959754583496403,1.551013001843581,0.26709221787323423,-0.9012819709722477,-0.39673362455340094,26
2,-0.0938934921488076,1.1854126895294623,0.2558930569325586,-0.11145593893139491,-0.4619841750308778,196
3,-0.6448139170372045,-0.057386109087529946,0.1800902711523764,-3.193636059245128,-0.6859416890908558,230
4,-0.224321372774955,-0.11891045263063704,0.04789406957464637,-1.6194826064111891,-0.29529559599510025,67
