entry_timestamp,exit_timestamp,entry_price,exit_price,side,gross_pnl,costs,net
2025-01-01 00:00:00,2025-01-02 08:00:00,93838.04,96732.99,1,0.030850495172320434,0.0025,0.028350495172320436
2025-01-02 12:00:00,2025-01-03 20:00:00,96455.01,98174.18,1,0.017823542810269766,0.0025,0.015323542810269765
2025-01-04 00:00:00,2025-01-05 08:00:00,98200.0,97641.63,1,-0.00568604887983702,0.0025,-0.00818604887983702
2025-01-05 12:00:00,2025-01-06 20:00:00,98028.98,102235.6,1,0.04291200418488502,0.0025,0.04041200418488502
2025-01-07 00:00:00,2025-01-08 08:00:00,101708.08,95134.92,1,-0.0646277070612286,0.0025,-0.0671277070612286
2025-01-08 12:00:00,2025-01-09 20:00:00,95493.77,92552.49,1,-0.030800752761148697,0.0025,-0.033300752761148696
2025-01-10 00:00:00,2025-01-11 08:00:00,93696.13,94625.65,-1,-0.009920580497828346,0.0025,-0.012420580497828347
2025-01-11 12:00:00,2025-01-12 20:00:00,94410.26,94545.06,1,0.0014278109180083068,0.0025,-0.0010721890819916933
2025-01-13 00:00:00,2025-01-14 08:00:00,94269.23,96548.04,-1,-0.02417342328986879,0.0025,-0.02667342328986879
2025-01-14 12:00:00,2025-01-15 20:00:00,96471.65,100497.35,1,0.0417293577957878,0.0025,0.039229357795787796
2025-01-16 00:00:00,2025-01-17 08:00:00,99478.03,102237.6,1,0.027740497072569762,0.0025,0.025240497072569763
2025-01-17 12:00:00,2025-01-18 20:00:00,104000.0,104556.23,1,0.0053483653846153455,0.0025,0.0028483653846153455
2025-01-19 00:00:00,2025-01-20 08:00:00,104984.01,108239.19,1,0.031006436122986803,0.0025,0.028506436122986804
2025-01-20 12:00:00,2025-01-21 20:00:00,104957.99,106143.82,1,0.011298139379384092,0.0025,0.008798139379384092
2025-01-22 00:00:00,2025-01-23 08:00:00,105600.01,101944.49,1,-0.03461666338857344,0.0025,-0.037116663388573445
2025-01-23 12:00:00,2025-01-24 20:00:00,105263.52,104870.5,1,-0.0037336771561506214,0.0025,-0.006233677156150622
2025-01-25 00:00:00,2025-01-26 08:00:00,105202.4,104818.69,1,-0.0036473502505645484,0.0025,-0.0061473502505645485
2025-01-26 12:00:00,2025-01-27 20:00:00,104967.01,102082.83,1,-0.027477013968483937,0.0025,-0.029977013968483936
2025-01-28 00:00:00,2025-01-29 08:00:00,102636.32,102646.0,-1,-9.431359191359369e-05,0.0025,-0.0025943135919135937
2025-01-29 12:00:00,2025-01-30 20:00:00,101980.78,104722.94,-1,-0.026888988297598858,0.0025,-0.029388988297598857
2025-01-31 00:00:00,2025-02-01 08:00:00,104344.46,102028.81,1,-0.022192361721935297,0.0025,-0.024692361721935296
2025-02-01 12:00:00,2025-02-02 20:00:00,102073.89,97700.59,1,-0.042844453170149614,0.0025,-0.045344453170149616
2025-02-03 04:00:00,2025-02-04 12:00:00,95333.01,99347.19,-1,-0.04210692602698696,0.0025,-0.04460692602698696
2025-02-04 16:00:00,2025-02-06 00:00:00,98859.77,97355.67,1,-0.015214480066057263,0.0025,-0.01771448006605726
2025-02-06 04:00:00,2025-02-07 12:00:00,98195.61,98283.98,1,0.0008999383984680714,0.0025,-0.0016000616015319287
2025-02-07 16:00:00,2025-02-09 00:00:00,96898.56,97300.0,1,0.004142889223534409,0.0025,0.001642889223534409
2025-02-09 04:00:00,2025-02-10 12:00:00,97057.83,97218.69,1,0.001657362419909868,0.0025,-0.000842637580090132
2025-02-10 16:00:00,2025-02-12 00:00:00,97376.0,95299.27,1,-0.02132691833716723,0.0025,-0.023826918337167227
2025-02-12 04:00:00,2025-02-13 12:00:00,96069.58,95998.0,1,-0.0007450849686238011,0.0025,-0.003245084968623801
2025-02-13 16:00:00,2025-02-15 00:00:00,95627.76,97653.19,-1,-0.02118035599704529,0.0025,-0.02368035599704529
2025-02-15 04:00:00,2025-02-16 12:00:00,97346.26,96911.01,1,-0.004471152769505475,0.0025,-0.0069711527695054745
2025-02-16 16:00:00,2025-02-18 00:00:00,97058.47,96200.0,-1,0.00884487464102825,0.0025,0.00634487464102825
2025-02-18 04:00:00,2025-02-19 12:00:00,95456.93,95943.74,1,0.005099786888181007,0.0025,0.0025997868881810072
2025-02-19 16:00:00,2025-02-21 00:00:00,96206.54,98141.99,1,0.02011765520306636,0.0025,0.017617655203066362
2025-02-21 04:00:00,2025-02-22 12:00:00,98179.76,96592.0,1,-0.016171968642009257,0.0025,-0.018671968642009255
2025-02-22 16:00:00,2025-02-24 00:00:00,96639.99,95433.21,1,-0.012487377119968647,0.0025,-0.014987377119968648
2025-02-24 04:00:00,2025-02-25 12:00:00,95872.02,87231.26,1,-0.09012806864818337,0.0025,-0.09262806864818338
2025-02-25 16:00:00,2025-02-27 00:00:00,87947.25,85226.32,1,-0.030938204435044792,0.0025,-0.03343820443504479
2025-02-27 12:00:00,2025-02-28 20:00:00,85500.84,84349.94,1,-0.013460686468109485,0.0025,-0.015960686468109483
2025-03-01 00:00:00,2025-03-02 08:00:00,85330.84,86105.89,1,0.009082882577975359,0.0025,0.0065828825779753585
2025-03-02 12:00:00,2025-03-03 20:00:00,87427.99,86220.61,1,-0.013809993801756218,0.0025,-0.01630999380175622
2025-03-04 04:00:00,2025-03-05 12:00:00,83186.4,88344.25,-1,-0.062003524614600534,0.0025,-0.06450352461460053
2025-03-05 16:00:00,2025-03-07 00:00:00,89750.0,86991.25,-1,0.03073816155988858,0.0025,0.02823816155988858
2025-03-07 04:00:00,2025-03-08 12:00:00,88365.18,86400.0,1,-0.02223930285662286,0.0025,-0.024739302856622857
2025-03-08 16:00:00,2025-03-10 00:00:00,86233.52,82047.49,1,-0.048542956381694716,0.0025,-0.05104295638169472
2025-03-10 04:00:00,2025-03-11 12:00:00,82318.77,81232.24,1,-0.013199055330880172,0.0025,-0.01569905533088017
2025-03-11 16:00:00,2025-03-13 00:00:00,83104.01,83577.14,1,0.0056932270777307215,0.0025,0.0031932270777307215
2025-03-13 04:00:00,2025-03-14 12:00:00,83151.99,84724.58,1,0.018912235293466775,0.0025,0.016412235293466776
