feature,correlation_future_return
ret_1h,-0.05536363104154215
ret_24h,-0.007445641027260923
dist_sma24,-0.010319808168756066
dist_sma168,0.00992207312911232
vol_24,0.01860673770443806
vol_168,0.010982162184528223
hl_range,0.03760273745679523
vol_usdt_z,0.010708437636215944
tradecount_z,0.009839391438617322
