feature,correlation_future_return
ret_1h,-0.05915294244180845
ret_24h,-0.01025005084380344
dist_sma24,-0.013893221895244699
dist_sma168,0.009631665912742218
vol_24,0.019383485795295294
vol_168,0.01413626173109538
hl_range,0.0371742734085619
vol_usdt_z,0.005350798247790963
tradecount_z,0.006318375240470237
