entry_timestamp,exit_timestamp,entry_price,exit_price,side,gross_pnl,costs,net
2023-01-12 00:00:00,2023-01-13 08:00:00,18224.68,18920.95,-1,-0.038204786037395466,0.0025,-0.04070478603739547
2023-01-13 12:00:00,2023-01-14 20:00:00,19261.19,20954.92,-1,-0.08793485760744792,0.0025,-0.09043485760744792
2023-01-18 16:00:00,2023-01-20 00:00:00,20906.54,21087.74,-1,-0.008667144348132245,0.0025,-0.011167144348132246
2023-02-14 12:00:00,2023-02-15 20:00:00,22041.45,24324.05,-1,-0.10355943007379272,0.0025,-0.10605943007379272
2023-02-16 12:00:00,2023-02-17 20:00:00,25072.67,24569.97,-1,0.020049719475428707,0.0025,0.01754971947542871
2023-03-13 12:00:00,2023-03-14 20:00:00,23981.72,24670.41,-1,-0.02871728966896447,0.0025,-0.03121728966896447
2023-03-15 12:00:00,2023-03-16 20:00:00,24471.01,24998.78,-1,-0.0215671523161488,0.0025,-0.0240671523161488
2023-04-26 12:00:00,2023-04-27 20:00:00,29820.03,29472.77,-1,0.011645192845211705,0.0025,0.009145192845211704
2023-06-05 16:00:00,2023-06-07 00:00:00,25629.99,26909.01,-1,-0.04990325786315159,0.0025,-0.052403257863151594
2023-06-10 04:00:00,2023-06-11 12:00:00,25651.09,25751.36,-1,-0.003908995680105619,0.0025,-0.006408995680105618
2023-06-14 20:00:00,2023-06-16 04:00:00,25128.6,25537.01,-1,-0.01625279561933414,0.0025,-0.01875279561933414
2023-06-20 16:00:00,2023-06-22 00:00:00,27982.77,30296.01,-1,-0.08266658375850561,0.0025,-0.08516658375850561
2023-06-23 12:00:00,2023-06-24 20:00:00,31238.0,30527.43,-1,0.022746974838337913,0.0025,0.020246974838337914
2023-06-30 12:00:00,2023-07-01 20:00:00,30067.72,30585.9,-1,-0.01723376431601732,0.0025,-0.019733764316017317
2023-07-13 16:00:00,2023-07-15 00:00:00,31606.01,30292.91,-1,0.041545895859679806,0.0025,0.039045895859679804
2023-08-17 12:00:00,2023-08-18 20:00:00,27934.02,26054.0,-1,0.0673021641711433,0.0025,0.0648021641711433
2023-08-29 12:00:00,2023-08-30 20:00:00,27423.44,27299.99,-1,0.0045016234287163495,0.0025,0.0020016234287163494
2023-09-28 16:00:00,2023-09-30 00:00:00,27100.0,26915.3,-1,0.006815498154981577,0.0025,0.004315498154981577
2023-10-03 12:00:00,2023-10-04 20:00:00,27345.0,27778.57,1,0.015855549460596075,0.0025,0.013355549460596075
2023-10-05 12:00:00,2023-10-06 20:00:00,27555.0,27931.09,1,0.013648702594810385,0.0025,0.011148702594810385
2023-10-16 04:00:00,2023-10-17 12:00:00,27849.06,28461.72,-1,-0.0219993062602472,0.0025,-0.024499306260247197
2023-10-20 08:00:00,2023-10-21 16:00:00,29839.99,30145.04,-1,-0.010222858653772982,0.0025,-0.012722858653772982
2023-10-23 16:00:00,2023-10-25 00:00:00,31354.42,33999.39,-1,-0.0843571655926023,0.0025,-0.0868571655926023
2023-11-21 16:00:00,2023-11-23 00:00:00,36980.0,37299.69,1,0.008644943212547386,0.0025,0.006144943212547386
2023-12-04 08:00:00,2023-12-05 16:00:00,41596.01,43814.36,-1,-0.05333083629896229,0.0025,-0.055830836298962294
2023-12-20 12:00:00,2023-12-21 20:00:00,44027.2,43861.8,-1,0.0037567685430823262,0.0025,0.0012567685430823262
